date,USDT_BTC,USDT_ETH,USDT_BCH,USDT_XRP,USDT_ETC,USDT_XMR,USDT_LTC,USDT_STR,USDT_DASH
2015-04-03 04:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-03 08:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-03 12:00:00,253.5,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-03 16:00:00,253.5,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-03 20:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-04 00:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-04 04:00:00,248.9973997,,,0.01149987,,0.40000001,2.23,0.00029892,5.98999989
2015-04-04 08:00:00,254.42717667,,,0.01149987,,0.40000001,2.23,0.00029892,5.98999989
2015-04-04 12:00:00,254.42717667,,,0.01149987,,0.40000001,2.23,0.00029892,5.98999989
2015-04-04 16:00:00,254.42717667,,,0.01149987,,0.40000001,2.23,0.00029892,5.98999989
2015-04-04 20:00:00,254.42717667,,,0.01149987,,0.40000001,2.23,0.00029892,5.98999989
2015-04-05 00:00:00,252.07634469,,,0.01149987,,0.40000001,2.23,0.00399666,5.98999989
2015-04-05 04:00:00,252.07634469,,,0.01149987,,0.40000001,2.23,0.00399666,5.98999989
2015-04-05 08:00:00,252.07634469,,,0.01149987,,0.40000001,2.23,0.00399666,5.98999989
2015-04-05 12:00:00,252.36911,,,0.01149987,,1.0,2.23,0.00029989999999999997,5.98999989
2015-04-05 16:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-05 20:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 00:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 04:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 08:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 12:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 16:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.00029989999999999997,5.98999989
2015-04-06 20:00:00,254.69622183,,,0.01149987,,0.34,2.23,0.0039965999999999995,5.98999989
